"CRUISEJOIN","HAULJOIN","REGION","VESSEL","CRUISE","HAUL","SPECIMENID","BIOSTRATUM","SPECIES_CODE","LENGTH","SEX","WEIGHT","AGE","MATURITY","MATURITY_TABLE","SAMPLE_CODE","GONAD_WT"
NA,NA,"GOA",41,200001,362,493,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,361,497,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,360,501,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,359,505,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,359,509,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,376,514,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,375,518,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,374,522,0,21740,440,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,372,526,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,371,530,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,388,535,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,387,539,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,193,298,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,210,302,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,205,307,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,205,311,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,315,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,111,174,0,21740,630,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,115,178,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,182,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,187,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,191,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,195,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,322,444,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,322,448,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,335,453,0,21740,250,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,334,457,0,21740,270,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,332,461,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,331,465,0,21740,320,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,330,469,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,348,474,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,347,478,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,346,482,0,21740,400,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,345,486,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,344,490,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,133,201,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,133,205,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,134,209,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,136,213,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,74,118,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,90,122,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,90,126,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,130,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,134,0,21740,420,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,92,138,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,99,142,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,98,146,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,52,0,21740,650,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,56,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,41,60,0,21740,410,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,41,64,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,0,68,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,0,72,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,43,76,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,45,80,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,57,84,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,58,88,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,54,92,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,54,96,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,349,471,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,349,472,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,349,473,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,348,475,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,348,476,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,347,477,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,346,479,0,21740,500,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,346,480,0,21740,340,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,346,481,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,345,483,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,345,484,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,345,485,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,344,487,0,21740,330,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,344,488,0,21740,630,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,344,489,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,197,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,198,0,21740,420,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,199,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,130,200,0,21740,330,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,133,202,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,133,203,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,133,204,0,21740,670,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,134,206,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,134,207,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,134,208,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,134,210,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,136,211,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,136,212,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,136,214,0,21740,550,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,136,215,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,141,216,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,141,217,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,141,218,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,141,219,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,141,220,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,154,221,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,154,222,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,154,223,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,154,224,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,154,225,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,152,226,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,152,227,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,152,228,0,21740,500,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,152,229,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,152,230,0,21740,440,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,151,231,0,21740,390,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,151,232,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,151,233,0,21740,400,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,151,234,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,151,235,0,21740,670,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,149,236,0,21740,370,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,149,237,0,21740,390,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,149,238,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,149,239,0,21740,400,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,1,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,2,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,3,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,4,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,5,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,6,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,7,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,8,0,21740,500,3,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,9,0,21740,560,3,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,6,10,0,21740,450,3,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,12,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,13,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,14,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,15,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,16,0,21740,630,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,17,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,18,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,19,0,21740,590,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,7,20,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,17,21,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,17,22,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,17,23,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,17,24,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,17,25,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,17,26,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,17,27,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,28,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,29,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,30,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,31,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,32,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,33,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,34,0,21740,550,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,19,35,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,36,36,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,36,37,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,36,38,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,36,39,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,36,40,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,41,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,42,0,21740,630,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,43,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,44,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,45,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,46,0,21740,630,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,32,47,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,54,98,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,54,99,0,21740,440,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,54,100,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,69,101,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,69,102,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,69,103,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,69,104,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,69,105,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,70,106,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,70,107,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,70,108,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,70,109,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,70,110,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,73,111,0,21740,660,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,73,112,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,73,113,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,73,114,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,73,115,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,74,116,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,74,117,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,74,119,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,74,120,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,90,121,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,90,123,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,90,124,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,90,125,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,90,127,0,21740,670,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,128,0,21740,620,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,129,0,21740,650,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,131,0,21740,670,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,132,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,133,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,91,135,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,92,136,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,92,137,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,92,139,0,21740,390,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,210,305,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,205,306,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,205,308,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,205,309,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,205,310,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,205,312,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,313,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,314,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,316,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,317,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,318,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,319,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,206,320,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,226,321,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,226,322,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,226,324,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,226,325,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,226,326,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,226,327,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,220,328,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,220,329,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,220,330,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,220,331,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,220,332,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,220,333,0,21740,630,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,220,334,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,221,335,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,221,336,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,221,337,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,221,338,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,221,339,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,221,340,0,21740,640,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,240,341,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,240,342,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,240,343,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,387,540,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,387,541,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,386,542,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,386,543,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,386,544,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,386,545,0,21740,220,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,384,546,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,384,547,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,384,548,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,384,549,0,21740,660,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,383,550,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,383,551,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,383,552,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,296,418,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,296,419,0,21740,340,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,296,420,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,305,421,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,305,422,0,21740,350,3,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,305,424,0,21740,650,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,305,425,0,21740,350,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,305,426,0,21740,320,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,305,427,0,21740,200,3,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,305,428,0,21740,340,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,309,429,0,21740,540,3,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,309,430,0,21740,590,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,309,431,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,309,432,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,309,433,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,309,434,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,309,435,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,319,436,0,21740,320,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,319,437,0,21740,310,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,319,438,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,319,439,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,319,440,0,21740,340,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,319,441,0,21740,320,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,98,147,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,98,148,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,149,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,150,0,21740,660,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,151,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,152,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,153,0,21740,640,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,154,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,155,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,156,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,97,157,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,96,158,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,96,159,0,21740,550,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,96,160,0,21740,630,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,108,161,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,108,162,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,108,163,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,108,164,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,109,166,0,21740,500,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,109,167,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,110,169,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,110,170,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,110,171,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,110,172,0,21740,550,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,111,173,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,111,175,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,111,176,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,115,177,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200001,115,179,0,21740,610,2,NA,NA,NA,NA,1010,NA
